date.local,location,value,unit,latitude,longitude
2020-11-23,London Marylebone Road,15.833333333333334,µg/m³,51.52253,-0.154611
2020-11-23,London N. Kensington,10.375,µg/m³,51.52105,-0.213492
2020-11-23,London Teddington Bushy Park,10.136363636363637,µg/m³,51.425286,-0.345606
2020-11-23,Southend-on-Sea,10.304347826086957,µg/m³,51.544206,0.678408
2020-11-24,London Bexley,6.083333333333333,µg/m³,51.46603,0.184806
2020-11-24,London Eltham,9.541666666666666,µg/m³,51.45258,0.070766
2020-11-24,London Harlington,6.782608695652174,µg/m³,51.48879,-0.441614
2020-11-24,London Marylebone Road,13.75,µg/m³,51.52253,-0.154611
2020-11-24,London N. Kensington,6.333333333333333,µg/m³,51.52105,-0.213492
2020-11-24,London Teddington Bushy Park,6.304347826086956,µg/m³,51.425286,-0.345606
2020-11-24,Southend-on-Sea,6.166666666666667,µg/m³,51.544206,0.678408
2020-11-25,London Bexley,9.5,µg/m³,51.46603,0.184806
2020-11-25,London Eltham,12.333333333333334,µg/m³,51.45258,0.070766
2020-11-25,London Harlington,10.0,µg/m³,51.48879,-0.441614
2020-11-25,London Marylebone Road,15.833333333333334,µg/m³,51.52253,-0.154611
2020-11-25,London N. Kensington,8.666666666666666,µg/m³,51.52105,-0.213492
2020-11-25,London Teddington Bushy Park,9.5,µg/m³,51.425286,-0.345606
2020-11-25,Southend-on-Sea,10.285714285714286,µg/m³,51.544206,0.678408
2020-11-26,London Bexley,11.153846153846153,µg/m³,51.46603,0.184806
2020-11-26,London Eltham,14.076923076923077,µg/m³,51.45258,0.070766
2020-11-26,London Harlington,10.0,µg/m³,51.48879,-0.441614
2020-11-26,London Marylebone Road,13.538461538461538,µg/m³,51.52253,-0.154611
2020-11-26,London N. Kensington,9.076923076923077,µg/m³,51.52105,-0.213492
2020-11-26,London Teddington Bushy Park,11.692307692307692,µg/m³,51.425286,-0.345606
2020-11-26,Southend-on-Sea,12.714285714285714,µg/m³,51.544206,0.678408
2020-11-27,London Bexley,19.666666666666668,µg/m³,51.46603,0.184806
2020-11-27,London Eltham,22.75,µg/m³,51.45258,0.070766
2020-11-27,London Harlington,14.695652173913043,µg/m³,51.48879,-0.441614
2020-11-27,London Marylebone Road,18.583333333333332,µg/m³,51.52253,-0.154611
2020-11-27,London N. Kensington,16.666666666666668,µg/m³,51.52105,-0.213492
2020-11-27,London Teddington Bushy Park,19.08695652173913,µg/m³,51.425286,-0.345606
2020-11-27,Southend-on-Sea,18.0,µg/m³,51.544206,0.678408
2020-11-28,London Bexley,27.869565217391305,µg/m³,51.46603,0.184806
2020-11-28,London Eltham,32.75,µg/m³,51.45258,0.070766
2020-11-28,London Harlington,25.681818181818183,µg/m³,51.48879,-0.441614
2020-11-28,London Marylebone Road,30.958333333333332,µg/m³,51.52253,-0.154611
2020-11-28,London N. Kensington,26.958333333333332,µg/m³,51.52105,-0.213492
2020-11-28,London Teddington Bushy Park,29.26086956521739,µg/m³,51.425286,-0.345606
2020-11-28,Southend-on-Sea,29.166666666666668,µg/m³,51.544206,0.678408
2020-11-29,London Bexley,30.0,µg/m³,51.46603,0.184806
2020-11-29,London Eltham,34.875,µg/m³,51.45258,0.070766
2020-11-29,London Harlington,30.75,µg/m³,51.48879,-0.441614
2020-11-29,London Marylebone Road,31.291666666666668,µg/m³,51.52253,-0.154611
2020-11-29,London N. Kensington,28.666666666666668,µg/m³,51.52105,-0.213492
2020-11-29,London Teddington Bushy Park,30.695652173913043,µg/m³,51.425286,-0.345606
2020-11-29,Southend-on-Sea,30.041666666666668,µg/m³,51.544206,0.678408
2020-11-30,London Bexley,22.583333333333332,µg/m³,51.46603,0.184806
2020-11-30,London Eltham,27.125,µg/m³,51.45258,0.070766
2020-11-30,London Harlington,20.08695652173913,µg/m³,51.48879,-0.441614
2020-11-30,London Marylebone Road,25.083333333333332,µg/m³,51.52253,-0.154611
2020-11-30,London N. Kensington,18.666666666666668,µg/m³,51.52105,-0.213492
2020-11-30,London Teddington Bushy Park,21.136363636363637,µg/m³,51.425286,-0.345606
2020-11-30,Southend-on-Sea,23.291666666666668,µg/m³,51.544206,0.678408
2020-12-01,London Bexley,7.291666666666667,µg/m³,51.46603,0.184806
2020-12-01,London Eltham,10.833333333333334,µg/m³,51.45258,0.070766
2020-12-01,London Harlington,6.7272727272727275,µg/m³,51.48879,-0.441614
2020-12-01,London Marylebone Road,14.625,µg/m³,51.52253,-0.154611
2020-12-01,London N. Kensington,6.375,µg/m³,51.52105,-0.213492
2020-12-01,London Teddington Bushy Park,7.217391304347826,µg/m³,51.425286,-0.345606
2020-12-01,Southend-on-Sea,7.916666666666667,µg/m³,51.544206,0.678408
2020-12-02,London Bexley,7.65,µg/m³,51.46603,0.184806
2020-12-02,London Eltham,11.1,µg/m³,51.45258,0.070766
2020-12-02,London Harlington,11.8,µg/m³,51.48879,-0.441614
2020-12-02,London Marylebone Road,13.05,µg/m³,51.52253,-0.154611
2020-12-02,London N. Kensington,8.7,µg/m³,51.52105,-0.213492
2020-12-02,London Teddington Bushy Park,10.31578947368421,µg/m³,51.425286,-0.345606
2020-12-02,Southend-on-Sea,8.3,µg/m³,51.544206,0.678408
2020-12-03,London Bexley,8.5,µg/m³,51.46603,0.184806
2020-12-03,London Eltham,12.76923076923077,µg/m³,51.45258,0.070766
2020-12-03,London Harlington,6.25,µg/m³,51.48879,-0.441614
2020-12-03,London Marylebone Road,14.692307692307692,µg/m³,51.52253,-0.154611
2020-12-03,London N. Kensington,8.76923076923077,µg/m³,51.52105,-0.213492
2020-12-03,London Teddington Bushy Park,9.083333333333334,µg/m³,51.425286,-0.345606
2020-12-03,Southend-on-Sea,9.692307692307692,µg/m³,51.544206,0.678408
2020-12-04,London Bexley,6.0,µg/m³,51.46603,0.184806
2020-12-04,London Eltham,9.791666666666666,µg/m³,51.45258,0.070766
2020-12-04,London Harlington,5.869565217391305,µg/m³,51.48879,-0.441614
2020-12-04,London Marylebone Road,9.916666666666666,µg/m³,51.52253,-0.154611
2020-12-04,London N. Kensington,5.75,µg/m³,51.52105,-0.213492
2020-12-04,London Teddington Bushy Park,7.636363636363637,µg/m³,51.425286,-0.345606
2020-12-04,Southend-on-Sea,5.166666666666667,µg/m³,51.544206,0.678408
2020-12-05,London Bexley,4.75,µg/m³,51.46603,0.184806
2020-12-05,London Eltham,8.090909090909092,µg/m³,51.45258,0.070766
2020-12-05,London Harlington,4.1,µg/m³,51.48879,-0.441614
2020-12-05,London Marylebone Road,10.5,µg/m³,51.52253,-0.154611
2020-12-05,London N. Kensington,4.75,µg/m³,51.52105,-0.213492
2020-12-05,London Teddington Bushy Park,5.1,µg/m³,51.425286,-0.345606
2020-12-05,Southend-on-Sea,4.076923076923077,µg/m³,51.544206,0.678408
2020-12-06,London Bexley,8.25,µg/m³,51.46603,0.184806
2020-12-06,London Eltham,12.916666666666666,µg/m³,51.45258,0.070766
2020-12-06,London Harlington,8.625,µg/m³,51.48879,-0.441614
2020-12-06,London Marylebone Road,11.5,µg/m³,51.52253,-0.154611
2020-12-06,London N. Kensington,8.208333333333334,µg/m³,51.52105,-0.213492
2020-12-06,London Teddington Bushy Park,10.565217391304348,µg/m³,51.425286,-0.345606
2020-12-06,Southend-on-Sea,7.083333333333333,µg/m³,51.544206,0.678408
2020-12-07,London Bexley,12.565217391304348,µg/m³,51.46603,0.184806
2020-12-07,London Eltham,15.416666666666666,µg/m³,51.45258,0.070766
2020-12-07,London Harlington,11.545454545454545,µg/m³,51.48879,-0.441614
2020-12-07,London Marylebone Road,13.416666666666666,µg/m³,51.52253,-0.154611
2020-12-07,London N. Kensington,11.333333333333334,µg/m³,51.52105,-0.213492
2020-12-07,London Teddington Bushy Park,16.227272727272727,µg/m³,51.425286,-0.345606
2020-12-07,Southend-on-Sea,11.173913043478262,µg/m³,51.544206,0.678408
2020-12-08,London Bexley,17.208333333333332,µg/m³,51.46603,0.184806
2020-12-08,London Eltham,21.625,µg/m³,51.45258,0.070766
2020-12-08,London Harlington,13.958333333333334,µg/m³,51.48879,-0.441614
2020-12-08,London Marylebone Road,19.916666666666668,µg/m³,51.52253,-0.154611
2020-12-08,London N. Kensington,14.25,µg/m³,51.52105,-0.213492
2020-12-08,London Teddington Bushy Park,17.0,µg/m³,51.425286,-0.345606
2020-12-08,Southend-on-Sea,16.291666666666668,µg/m³,51.544206,0.678408
2020-12-09,London Bexley,12.26086956521739,µg/m³,51.46603,0.184806
2020-12-09,London Eltham,15.791666666666666,µg/m³,51.45258,0.070766
2020-12-09,London Harlington,12.173913043478262,µg/m³,51.48879,-0.441614
2020-12-09,London Marylebone Road,18.333333333333332,µg/m³,51.52253,-0.154611
2020-12-09,London N. Kensington,11.583333333333334,µg/m³,51.52105,-0.213492
2020-12-09,London Teddington Bushy Park,11.727272727272727,µg/m³,51.425286,-0.345606
2020-12-09,Southend-on-Sea,13.521739130434783,µg/m³,51.544206,0.678408
2020-12-10,London Bexley,9.291666666666666,µg/m³,51.46603,0.184806
2020-12-10,London Eltham,12.333333333333334,µg/m³,51.45258,0.070766
2020-12-10,London Harlington,8.363636363636363,µg/m³,51.48879,-0.441614
2020-12-10,London Marylebone Road,13.875,µg/m³,51.52253,-0.154611
2020-12-10,London N. Kensington,8.916666666666666,µg/m³,51.52105,-0.213492
2020-12-10,London Teddington Bushy Park,8.695652173913043,µg/m³,51.425286,-0.345606
2020-12-10,Southend-on-Sea,9.291666666666666,µg/m³,51.544206,0.678408
2020-12-11,London Bexley,7.538461538461538,µg/m³,51.46603,0.184806
2020-12-11,London Eltham,8.615384615384615,µg/m³,51.45258,0.070766
2020-12-11,London Harlington,6.583333333333333,µg/m³,51.48879,-0.441614
2020-12-11,London Marylebone Road,10.461538461538462,µg/m³,51.52253,-0.154611
2020-12-11,London N. Kensington,7.538461538461538,µg/m³,51.52105,-0.213492
2020-12-11,London Teddington Bushy Park,6.25,µg/m³,51.425286,-0.345606
2020-12-11,Southend-on-Sea,7.230769230769231,µg/m³,51.544206,0.678408
2020-12-13,London Bexley,4.0,µg/m³,51.46603,0.184806
2020-12-13,London Eltham,6.0,µg/m³,51.45258,0.070766
2020-12-13,London Harlington,4.0,µg/m³,51.48879,-0.441614
2020-12-13,London Marylebone Road,8.0,µg/m³,51.52253,-0.154611
2020-12-13,London N. Kensington,5.0,µg/m³,51.52105,-0.213492
2020-12-13,London Teddington Bushy Park,4.0,µg/m³,51.425286,-0.345606
2020-12-13,Southend-on-Sea,5.0,µg/m³,51.544206,0.678408
2020-12-14,London Bexley,4.166666666666667,µg/m³,51.46603,0.184806
2020-12-14,London Eltham,5.5,µg/m³,51.45258,0.070766
2020-12-14,London Harlington,4.6521739130434785,µg/m³,51.48879,-0.441614
2020-12-14,London Marylebone Road,8.958333333333334,µg/m³,51.52253,-0.154611
2020-12-14,London N. Kensington,4.541666666666667,µg/m³,51.52105,-0.213492
2020-12-14,London Teddington Bushy Park,4.782608695652174,µg/m³,51.425286,-0.345606
2020-12-14,Southend-on-Sea,4.375,µg/m³,51.544206,0.678408
2020-12-15,London Bexley,5.041666666666667,µg/m³,51.46603,0.184806
2020-12-15,London Eltham,5.541666666666667,µg/m³,51.45258,0.070766
2020-12-15,London Harlington,4.521739130434782,µg/m³,51.48879,-0.441614
2020-12-15,London Marylebone Road,8.583333333333334,µg/m³,51.52253,-0.154611
2020-12-15,London N. Kensington,4.666666666666667,µg/m³,51.52105,-0.213492
2020-12-15,London Teddington Bushy Park,4.608695652173913,µg/m³,51.425286,-0.345606
2020-12-15,Southend-on-Sea,5.375,µg/m³,51.544206,0.678408
2020-12-16,London Bexley,5.521739130434782,µg/m³,51.46603,0.184806
2020-12-16,London Eltham,6.0,µg/m³,51.45258,0.070766
2020-12-16,London Harlington,4.857142857142857,µg/m³,51.48879,-0.441614
2020-12-16,London Marylebone Road,10.782608695652174,µg/m³,51.52253,-0.154611
2020-12-16,London N. Kensington,5.478260869565218,µg/m³,51.52105,-0.213492
2020-12-16,London Teddington Bushy Park,5.391304347826087,µg/m³,51.425286,-0.345606
2020-12-16,Southend-on-Sea,5.833333333333333,µg/m³,51.544206,0.678408
2020-12-17,London Bexley,4.173913043478261,µg/m³,51.46603,0.184806
2020-12-17,London Eltham,6.0,µg/m³,51.45258,0.070766
2020-12-17,London Harlington,4.913043478260869,µg/m³,51.48879,-0.441614
2020-12-17,London Marylebone Road,9.916666666666666,µg/m³,51.52253,-0.154611
2020-12-17,London N. Kensington,4.583333333333333,µg/m³,51.52105,-0.213492
2020-12-17,London Teddington Bushy Park,5.0,µg/m³,51.425286,-0.345606
2020-12-17,Southend-on-Sea,4.708333333333333,µg/m³,51.544206,0.678408
2020-12-18,London Bexley,4.260869565217392,µg/m³,51.46603,0.184806
2020-12-18,London Eltham,6.0,µg/m³,51.45258,0.070766
2020-12-18,London Harlington,6.136363636363637,µg/m³,51.48879,-0.441614
2020-12-18,London Marylebone Road,9.65,µg/m³,51.52253,-0.154611
2020-12-18,London N. Kensington,4.695652173913044,µg/m³,51.52105,-0.213492
2020-12-18,London Teddington Bushy Park,5.0,µg/m³,51.425286,-0.345606
2020-12-18,Southend-on-Sea,5.739130434782608,µg/m³,51.544206,0.678408
2020-12-19,London Bexley,5.583333333333333,µg/m³,51.46603,0.184806
2020-12-19,London Eltham,7.0,µg/m³,51.45258,0.070766
2020-12-19,London Harlington,5.0,µg/m³,51.48879,-0.441614
2020-12-19,London N. Kensington,5.5,µg/m³,51.52105,-0.213492
2020-12-19,London Teddington Bushy Park,6.0,µg/m³,51.425286,-0.345606
2020-12-19,Southend-on-Sea,6.5,µg/m³,51.544206,0.678408
2020-12-20,London Bexley,4.391304347826087,µg/m³,51.46603,0.184806
2020-12-20,London Eltham,5.208333333333333,µg/m³,51.45258,0.070766
2020-12-20,London Harlington,4.565217391304348,µg/m³,51.48879,-0.441614
2020-12-20,London N. Kensington,4.875,µg/m³,51.52105,-0.213492
2020-12-20,London Teddington Bushy Park,4.913043478260869,µg/m³,51.425286,-0.345606
2020-12-20,Southend-on-Sea,4.833333333333333,µg/m³,51.544206,0.678408
2020-12-21,London Bexley,4.0,µg/m³,51.46603,0.184806
2020-12-21,London Eltham,5.0,µg/m³,51.45258,0.070766
2020-12-21,London Harlington,4.0,µg/m³,51.48879,-0.441614
2020-12-21,London N. Kensington,4.0,µg/m³,51.52105,-0.213492
2020-12-21,London Teddington Bushy Park,4.0,µg/m³,51.425286,-0.345606
2020-12-21,Southend-on-Sea,4.454545454545454,µg/m³,51.544206,0.678408
2020-12-22,London Bexley,1.8571428571428572,µg/m³,51.46603,0.184806
2020-12-22,London Eltham,3.857142857142857,µg/m³,51.45258,0.070766
2020-12-22,London Harlington,2.3333333333333335,µg/m³,51.48879,-0.441614
2020-12-22,London N. Kensington,2.0714285714285716,µg/m³,51.52105,-0.213492
2020-12-22,London Teddington Bushy Park,1.7857142857142858,µg/m³,51.425286,-0.345606
2020-12-22,Southend-on-Sea,1.9285714285714286,µg/m³,51.544206,0.678408
2020-12-23,London Bexley,5.1,µg/m³,51.46603,0.184806
2020-12-23,London Eltham,7.35,µg/m³,51.45258,0.070766
2020-12-23,London Harlington,5.5,µg/m³,51.48879,-0.441614
2020-12-23,London N. Kensington,5.55,µg/m³,51.52105,-0.213492
2020-12-23,London Teddington Bushy Park,4.45,µg/m³,51.425286,-0.345606
2020-12-23,Southend-on-Sea,5.0,µg/m³,51.544206,0.678408
2020-12-24,London Bexley,3.0,µg/m³,51.46603,0.184806
2020-12-24,London Eltham,4.458333333333333,µg/m³,51.45258,0.070766
2020-12-24,London Harlington,3.272727272727273,µg/m³,51.48879,-0.441614
2020-12-24,London Marylebone Road,4.0,µg/m³,51.52253,-0.154611
2020-12-24,London N. Kensington,2.6363636363636362,µg/m³,51.52105,-0.213492
2020-12-24,London Teddington Bushy Park,3.0,µg/m³,51.425286,-0.345606
2020-12-24,Southend-on-Sea,2.6956521739130435,µg/m³,51.544206,0.678408
2020-12-25,London Bexley,3.5,µg/m³,51.46603,0.184806
2020-12-25,London Eltham,5.833333333333333,µg/m³,51.45258,0.070766
2020-12-25,London Harlington,3.260869565217391,µg/m³,51.48879,-0.441614
2020-12-25,London Marylebone Road,4.583333333333333,µg/m³,51.52253,-0.154611
2020-12-25,London N. Kensington,3.4583333333333335,µg/m³,51.52105,-0.213492
2020-12-25,London Teddington Bushy Park,4.565217391304348,µg/m³,51.425286,-0.345606
2020-12-25,Southend-on-Sea,3.875,µg/m³,51.544206,0.678408
2020-12-26,London Bexley,4.826086956521739,µg/m³,51.46603,0.184806
2020-12-26,London Eltham,8.875,µg/m³,51.45258,0.070766
2020-12-26,London Harlington,4.045454545454546,µg/m³,51.48879,-0.441614
2020-12-26,London Marylebone Road,8.875,µg/m³,51.52253,-0.154611
2020-12-26,London N. Kensington,5.625,µg/m³,51.52105,-0.213492
2020-12-26,London Teddington Bushy Park,6.434782608695652,µg/m³,51.425286,-0.345606
2020-12-26,Southend-on-Sea,5.583333333333333,µg/m³,51.544206,0.678408
2020-12-27,London Bexley,2.2916666666666665,µg/m³,51.46603,0.184806
2020-12-27,London Eltham,4.333333333333333,µg/m³,51.45258,0.070766
2020-12-27,London Harlington,1.9130434782608696,µg/m³,51.48879,-0.441614
2020-12-27,London Marylebone Road,6.0,µg/m³,51.52253,-0.154611
2020-12-27,London N. Kensington,2.5,µg/m³,51.52105,-0.213492
2020-12-27,London Teddington Bushy Park,2.5217391304347827,µg/m³,51.425286,-0.345606
2020-12-27,Southend-on-Sea,3.1666666666666665,µg/m³,51.544206,0.678408
2020-12-28,London Bexley,6.583333333333333,µg/m³,51.46603,0.184806
2020-12-28,London Eltham,7.791666666666667,µg/m³,51.45258,0.070766
2020-12-28,London Harlington,6.869565217391305,µg/m³,51.48879,-0.441614
2020-12-28,London N. Kensington,6.791666666666667,µg/m³,51.52105,-0.213492
2020-12-28,London Teddington Bushy Park,7.608695652173913,µg/m³,51.425286,-0.345606
2020-12-28,Southend-on-Sea,5.666666666666667,µg/m³,51.544206,0.678408
2020-12-29,London Bexley,11.708333333333334,µg/m³,51.46603,0.184806
2020-12-29,London Eltham,13.416666666666666,µg/m³,51.45258,0.070766
2020-12-29,London Harlington,10.130434782608695,µg/m³,51.48879,-0.441614
2020-12-29,London N. Kensington,11.0,µg/m³,51.52105,-0.213492
2020-12-29,London Teddington Bushy Park,11.695652173913043,µg/m³,51.425286,-0.345606
2020-12-29,Southend-on-Sea,11.208333333333334,µg/m³,51.544206,0.678408
2020-12-30,London Bexley,11.9375,µg/m³,51.46603,0.184806
2020-12-30,London Eltham,13.9375,µg/m³,51.45258,0.070766
2020-12-30,London Harlington,10.5,µg/m³,51.48879,-0.441614
2020-12-30,London Marylebone Road,13.333333333333334,µg/m³,51.52253,-0.154611
2020-12-30,London N. Kensington,10.9375,µg/m³,51.52105,-0.213492
2020-12-30,London Teddington Bushy Park,11.866666666666667,µg/m³,51.425286,-0.345606
2020-12-30,Southend-on-Sea,11.9375,µg/m³,51.544206,0.678408
2020-12-31,London Bexley,16.333333333333332,µg/m³,51.46603,0.184806
2020-12-31,London Eltham,20.27777777777778,µg/m³,51.45258,0.070766
2020-12-31,London Harlington,14.0,µg/m³,51.48879,-0.441614
2020-12-31,London Marylebone Road,16.11111111111111,µg/m³,51.52253,-0.154611
2020-12-31,London N. Kensington,13.777777777777779,µg/m³,51.52105,-0.213492
2020-12-31,London Teddington Bushy Park,21.823529411764707,µg/m³,51.425286,-0.345606
2020-12-31,Southend-on-Sea,15.666666666666666,µg/m³,51.544206,0.678408
2021-01-01,London Bexley,21.571428571428573,µg/m³,51.46603,0.184806
2021-01-01,London Eltham,24.384615384615383,µg/m³,51.45258,0.070766
2021-01-01,London Harlington,17.692307692307693,µg/m³,51.48879,-0.441614
2021-01-01,London Marylebone Road,21.307692307692307,µg/m³,51.52253,-0.154611
2021-01-01,London N. Kensington,19.923076923076923,µg/m³,51.52105,-0.213492
2021-01-01,London Teddington Bushy Park,22.0,µg/m³,51.425286,-0.345606
2021-01-01,Southend-on-Sea,17.071428571428573,µg/m³,51.544206,0.678408
2021-01-02,London Bexley,11.25,µg/m³,51.46603,0.184806
2021-01-02,London Eltham,13.333333333333334,µg/m³,51.45258,0.070766
2021-01-02,London Harlington,7.9,µg/m³,51.48879,-0.441614
2021-01-02,London Marylebone Road,9.5,µg/m³,51.52253,-0.154611
2021-01-02,London N. Kensington,8.75,µg/m³,51.52105,-0.213492
2021-01-02,London Teddington Bushy Park,11.666666666666666,µg/m³,51.425286,-0.345606
2021-01-02,Southend-on-Sea,11.25,µg/m³,51.544206,0.678408
2021-01-03,London Bexley,7.291666666666667,µg/m³,51.46603,0.184806
2021-01-03,London Eltham,9.541666666666666,µg/m³,51.45258,0.070766
2021-01-03,London Harlington,6.478260869565218,µg/m³,51.48879,-0.441614
2021-01-03,London Marylebone Road,8.0,µg/m³,51.52253,-0.154611
2021-01-03,London N. Kensington,7.041666666666667,µg/m³,51.52105,-0.213492
2021-01-03,London Teddington Bushy Park,9.217391304347826,µg/m³,51.425286,-0.345606
2021-01-03,Southend-on-Sea,7.375,µg/m³,51.544206,0.678408
2021-01-04,London Bexley,5.0,µg/m³,51.46603,0.184806
2021-01-04,London Eltham,7.473684210526316,µg/m³,51.45258,0.070766
2021-01-04,London Harlington,5.0,µg/m³,51.48879,-0.441614
2021-01-04,London Marylebone Road,11.391304347826088,µg/m³,51.52253,-0.154611
2021-01-04,London N. Kensington,5.217391304347826,µg/m³,51.52105,-0.213492
2021-01-04,London Teddington Bushy Park,6.130434782608695,µg/m³,51.425286,-0.345606
2021-01-04,Southend-on-Sea,5.173913043478261,µg/m³,51.544206,0.678408
2021-01-05,London Bexley,3.0,µg/m³,51.46603,0.184806
2021-01-05,London Harlington,3.05,µg/m³,51.48879,-0.441614
2021-01-05,London Marylebone Road,8.266666666666667,µg/m³,51.52253,-0.154611
2021-01-05,London N. Kensington,3.1,µg/m³,51.52105,-0.213492
2021-01-05,London Teddington Bushy Park,3.9444444444444446,µg/m³,51.425286,-0.345606
2021-01-05,Southend-on-Sea,3.210526315789474,µg/m³,51.544206,0.678408
2021-01-06,London Bexley,3.5217391304347827,µg/m³,51.46603,0.184806
2021-01-06,London Eltham,5.25,µg/m³,51.45258,0.070766
2021-01-06,London Harlington,4.043478260869565,µg/m³,51.48879,-0.441614
2021-01-06,London Marylebone Road,5.545454545454546,µg/m³,51.52253,-0.154611
2021-01-06,London N. Kensington,4.181818181818182,µg/m³,51.52105,-0.213492
2021-01-06,London Teddington Bushy Park,4.842105263157895,µg/m³,51.425286,-0.345606
2021-01-06,Southend-on-Sea,3.0952380952380953,µg/m³,51.544206,0.678408
2021-01-07,London Bexley,9.714285714285714,µg/m³,51.46603,0.184806
2021-01-07,London Eltham,12.11111111111111,µg/m³,51.45258,0.070766
2021-01-07,London Harlington,9.916666666666666,µg/m³,51.48879,-0.441614
2021-01-07,London Marylebone Road,9.1,µg/m³,51.52253,-0.154611
2021-01-07,London N. Kensington,7.2727272727272725,µg/m³,51.52105,-0.213492
2021-01-07,London Teddington Bushy Park,12.05,µg/m³,51.425286,-0.345606
2021-01-07,Southend-on-Sea,8.954545454545455,µg/m³,51.544206,0.678408
2021-01-08,London Bexley,20.166666666666668,µg/m³,51.46603,0.184806
2021-01-08,London Eltham,23.105263157894736,µg/m³,51.45258,0.070766
2021-01-08,London Harlington,19.083333333333332,µg/m³,51.48879,-0.441614
2021-01-08,London Marylebone Road,24.692307692307693,µg/m³,51.52253,-0.154611
2021-01-08,London N. Kensington,21.0,µg/m³,51.52105,-0.213492
2021-01-08,London Teddington Bushy Park,21.434782608695652,µg/m³,51.425286,-0.345606
2021-01-08,Southend-on-Sea,17.666666666666668,µg/m³,51.544206,0.678408
2021-01-09,London Bexley,16.347826086956523,µg/m³,51.46603,0.184806
2021-01-09,London Harlington,16.73913043478261,µg/m³,51.48879,-0.441614
2021-01-09,London Marylebone Road,18.333333333333332,µg/m³,51.52253,-0.154611
2021-01-09,London N. Kensington,16.5,µg/m³,51.52105,-0.213492
2021-01-09,London Teddington Bushy Park,20.565217391304348,µg/m³,51.425286,-0.345606
2021-01-09,Southend-on-Sea,15.333333333333334,µg/m³,51.544206,0.678408
